,Security_Hash_Key,Effective_From_Date,Effective_To_Date,Hash_Diff_Effectivity,Is_Current,Is_Valid,dealDate,trancheBusinessKey,Pricing_currentLevel_type,bookState,hedgeBookState,timing,bookCloseLDN,bookCloseCET,Issuer_Hash_Key,name,issuerType,bondRatingType,countryName,issuerBusinessKey,lei,Moodys_Rating,SP_Rating,Fitch_Rating,currencyCode,expectedSize,actualSize,minimumDenomination,securities_isin,securityName,securityType,maturityTerm,maturityDate,coupon,seniority_name_1,seniority_name_1_adj,seniority_name_2,esgType,legalGoverningLaw_name_1,registrationType,referenceType,referenceName,index,referenceIsin,ipt,ipt_reference,ipt_price_down,ipt_price_up,ipt_equivalent,guidance,guidance_reference,guidance_price_down,guidance_price_up,guidance_equivalent,launch,launchValue,reoffer,reofferValue,reofferPrice,yieldToMaturity,status,moodys,sp,fitch,COUNTRY_ISO_CODE,ticker,ID_BB_Company,Ultimate_Obligor_ID,AFI_Commentary,AFI_Identifier_Obligor,Update_Date_Obligor,Coverage_Status_Obligor,Covered_By_Obligor,AGI_Financial_Obligor,Coverage_Status_Final_Company,Coverage_Status_Final_Company_Source,Coverage_Status_Final_Obligor,Coverage_Status_Final_Obligor_Source,finScore_upload_date,finScore_AFIIdentifier,Overall_Score,Financial_Score,Business_Score,Event_Score,Country_Ceiling,Risk_Cluster,ESG_Score,ECB_Demand,Industry_Group,Industry_Sector,frequency,paymentType,coupon_frequency,duration
981,c6b6454ec909414038806c42e40d3a3d084d8dab,2020-05-11 17:11:37.687987,9999-12-31 23:59:59.999999,5e4baecb39915f278eee5fcab81d7cbfe46f99ba,1,1,2020-05-11,IPREO|48568,Reoffer,,,,,,5cd43b32e0d53a6484885e884dbc11c8a545f10b,Credit Suisse AG (London Branch),Financials,Investment Grade,Britain,IPREO|367267,ANGGYXNX0JLX3X63JN86,A3,A-,BBB+,EUR,,500000000,100000,XS2176686546,5yr Green OpCo Senior,Bond (standard),5.0,2025-05-19 02:00:00.000000,0.45,Senior,Sr Unsecured,Unsecured,Green Bond,English,Reg S TEFRA D,Mid Swaps,Mid Swaps,,,MS+115bps area,MS,115.0,115.0,,,,,,,MSW + 80 bps,80.0,MSW + 80 bps,80.0,99.778,,Priced,A1,A+,A,GB,CS,301230,118668.0,uninvestable,BA00179,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,4.955401833434487
382,c3944e6be3486eb11eb8b6af385ac4e9377219a1,2020-05-11 15:09:25.169376,9999-12-31 23:59:59.999999,9e76dd40629566c5ade2387f60da8aa962130259,1,1,2020-05-11,IPREO|48555,Reoffer,Final,Books Closed,,,,000838a61caefcc89e6b7d04d065cda1dc0bb8e9,Total Capital International SA,Corporate,Investment Grade,France,IPREO|827928,549300U37G2I8G4RUG09,Aa3,A+,,EUR,,1000000000,100000,XS2176569312,20yr,Bond (standard),20.0,2040-05-18 01:00:00.000000,1.618,Senior,Sr Unsecured,Unsecured,,,Reg S,Mid Swaps,Mid Swaps,,,MS+185bp area,MS,185.0,185.0,,,,,,,MSW + 155 bps,155.0,MSW + 155 bps,155.0,100.0,,Priced,Aa3,A+,,FR,TTEFP,28786491,101491.0,investable,ENG00091,18.07.2022 17:12,ok,RK,Oil and Gas,not_covered,GSUniverse,,,24.05.2023 06:08,ENG00091,7.996666,8.032375,8.198334,0.0,7.996666,c_strong,4.0,low,Oil&Gas,Energy,Annually,Fixed (FXD),1,17.245164089115207
278,671c90d94b1f1b7b5d3997a712462e23fa2710cb,2020-05-11 14:08:47.210901,9999-12-31 23:59:59.999999,2cf6d236b022710b4a0fe0ffef71eee54d371c1f,1,1,2020-05-11,IPREO|48563,Reoffer,Final,Books Closed,,,,04162650d2c5c9b284e2455b243d16e0d9093f17,Bertelsmann SE & Co. KGaA,Corporate,Investment Grade,Germany,IPREO|207132,5299001BUUGXAREGE533,Baa2,BBB,,EUR,,750000000,100000,XS2176558620,EUR,Bond (standard),10.0,2030-05-15 02:00:00.000000,1.5,Senior,Sr Unsecured,Unsecured,,German,Reg S,Mid Swaps,Mid Swaps,,,MS+205a,MS,205.0,205.0,,MS+170-175,MS,170.0,175.0,,MSW + 170 bps,170.0,MSW + 170 bps,170.0,99.329,1.573,Priced,Baa2,BBB+,,DE,BERTEL,118200,118200.0,investable,CS00002,13.02.2020 10:49,ok,KS,Media,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CS00002,6.176187,6.2344,6.943333,-0.2,9.3,c_moderate,9.0,high,Media,Communications,Annually,Fixed (FXD),1,9.360517320132251
815,ba5453950b41fb16bf2e9aef1a6f94a8cb914f0e,2020-05-12 14:25:25.992181,9999-12-31 23:59:59.999999,440bc32e0167247bd7127f9a3e5b556bcb493292,1,1,2020-05-12,IPREO|48587,Reoffer,Final,Books Closed,,,,65ce61b5346c7d91eee3a4fe6247b713a65958ec,Legrand S.A.,Corporate,Investment Grade,France,IPREO|272593,969500XXRPGD7HCAFA90,,,,EUR,,600000000,100000,FR0013513538,LEGRAND EUR ,Bond (standard),10.0,2030-05-03 02:00:00.000000,0.75,Senior,Sr Unsecured,Unsecured,,French,Reg S,Mid Swaps,Mid Swaps,,,MS+130a,MS,130.0,130.0,,MS+100a,MS,100.0,100.0,,MSW + 93 bps,93.0,MSW + 93 bps,93.0,99.598,0.792,Priced,,A-,,FR,LRFP,10575328,10575328.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,,,,,,,,,11.0,high,Electrical Compo&Equip,Industrial,Annually,Fixed (FXD),1,9.671576423889192
2997,c51d3d6153a5d38495111bbcdb7b32ca52ae6cc4,2020-05-12 13:18:34.718100,9999-12-31 23:59:59.999999,7e78682a6862791f6b6cdfe7040dfc545b6e4078,1,1,2020-05-12,IPREO|48569,Reoffer,Final,Books Closed,,,,7521b98f7e63543745b94969377907f530789b8b,HYPO NOE Landesbank fur Niederosterreich und Wien ,Financials,Investment Grade,Austria,IPREO|353241,5493007BWYDPQZLZ0Y27,,,,EUR,,500000000,100000,XS2176710510,HYPO NOE cb EUR 500m 7y,Covered Bond,7.0,2027-06-18 02:00:00.000000,0.01,Secured,Secured,,,Austrian,Reg S,Mid Swaps,Mid Swaps,,,,,,,,MS+20bps (+/-1bps WPIR),MS,20.0,20.0,+/-1bps WPIR,MSW + 19 bps,19.0,MSW + 19 bps,19.0,100.34,-0.038,Priced,Aa1,,,AT,HYNOE,217685,217685.0,investable,BA00010,19.10.2021 14:20,covered_ok,AL_RK,Banks,covered_ok,SCF1Universe,covered_ok,SCF1Universe,,,,,,,,,,,Banks,Financial,Annually,Fixed (FXD),1,6.997900559874025
87,e2e473472759af5b8cba73cf4e3459ea07a33c12,2020-05-12 14:49:32.016811,9999-12-31 23:59:59.999999,95c57ac48fd8327531a6897c3bcff61aa84b13e0,1,1,2020-05-12,IPREO|48584,Reoffer,Final,Books Closed,,,,55087251d30a083a45f7b289a28706c128c29326,WPP Finance SA,Corporate,Investment Grade,France,IPREO|468443,549300KWN0W6L03WNN80,Baa2,BBB,,EUR,Benchmark,750000000,100000,XS2176562812,7YR EUR,Bond (standard),7.0,2027-05-19 02:00:00.000000,2.375,Senior,Sr Unsecured,Unsubordinated,,English,Reg S,Mid Swaps,Mid Swaps,,,MS+275bps area,MS,275.0,275.0,,,,,,,MSW + 265 bps,265.0,MSW + 265 bps,265.0,99.752,2.414,Priced,Baa2,BBB,,FR,WPPLN,13423078,37896316.0,investable,,,,,,covered_ok,GSUniverse,,,24.05.2023 06:08,CS00027,5.5622,5.6615,6.665,-0.3,8.33,c_weak,12.0,high,Advertising,Communications,Annually,Fixed (FXD),1,6.531226366692766
1205,ec200aaef66279ec84f6e0856c97906983f801bd,2020-05-12 16:35:22.627743,9999-12-31 23:59:59.999999,9f5cdc6a34c50f63b7afcd33223de828929eb04a,1,1,2020-05-12,IPREO|48590,Reoffer,Final,Books Closed,,,,7570828d24e557509572e6ba1425d5a9e22165c5,Reckitt Benckiser Group plc,Corporate,Investment Grade,Britain,IPREO|211256,5493003JFSMOJG48V108,A3,A-,,EUR,,850000000,100000,XS2177013336,EUR 6Y,Bond (standard),6.0,2026-05-19 02:00:00.000000,0.375,Senior,Sr Unsecured,Unsecured,,,144A/Reg S,Mid Swaps,Mid Swaps,,,MS+100 bps area,MS,100.0,100.0,,MS+80 area,MS,80.0,80.0,,MSW + 75 bps,75.0,MSW + 75 bps,75.0,99.433,,Priced,A3,A-,,GB,RKTLN,112156,112156.0,investable,CG00193,12.04.2022 14:39,not covered,KS,"Food, Beverage & Tobacco",,,,,12.04.2022 06:05,CG00193,6.719108,6.8686,7.12114,-0.2,8.665,nc_good,10.0,high,Household Products/Wares,"Consumer, Non-cyclical",Annually,Fixed (FXD),1,5.944238520855925
1072,ac9de5f26ff6813e7e83a5a00b5e6f27fc7cff40,2020-05-13 15:34:21.881956,9999-12-31 23:59:59.999999,29a1029c196d103d732fed6012900d2b13f18872,1,1,2020-05-13,IPREO|48600,Reoffer,Final,Books Closed,,,,3ef5d3008369fde42ae18a1f6f9c21d3845884d6,Deutsche Post AG,Corporate,Investment Grade,Germany,IPREO|211904,8ER8GIG7CSMVD8VUFE78,A3,,BBB+,EUR,,750000000,1000,XS2177122624,EUR 9yr,Bond (standard),9.0,2029-05-20 02:00:00.000000,0.75,Senior,Sr Unsecured,,,German,Reg S,Mid Swaps,Mid Swaps,,,MS+110a,MS,110.0,110.0,,95-100,,95.0,100.0,,MSW + 99 bps,99.0,MSW + 99 bps,99.0,99.879,,Priced,A3,,BBB+,DE,DPWGR,186881,186881.0,investable,IND00018,12.12.2019 12:44,ok,KS,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,IND00018,7.790213,7.1061,8.526667,0.4,9.3,c_strong,8.0,medium,Transportation,Industrial,Annually,Fixed (FXD),1,8.73661324706836
845,d3cdfe4b21fa72a7e6e1a5e3f8568c76580ce220,2020-05-13 15:34:21.881956,9999-12-31 23:59:59.999999,f65f53d390cfa49f552606803ef621e2ce4dc64c,1,1,2020-05-13,IPREO|48601,Reoffer,Final,Books Closed,,,,3ef5d3008369fde42ae18a1f6f9c21d3845884d6,Deutsche Post AG,Corporate,Investment Grade,Germany,IPREO|211904,8ER8GIG7CSMVD8VUFE78,A3,,BBB+,EUR,,750000000,1000,XS2177122897,EUR 12yr,Bond (standard),12.0,2032-05-20 02:00:00.000000,1.0,Senior,Sr Unsecured,,,German,Reg S,Mid Swaps,Mid Swaps,,,MS+125a,MS,125.0,125.0,,110-115,,110.0,115.0,,MSW + 110 bps,110.0,MSW + 110 bps,110.0,99.843,,Priced,A3,,BBB+,DE,DPWGR,186881,186881.0,investable,IND00018,12.12.2019 12:44,ok,KS,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,IND00018,7.790213,7.1061,8.526667,0.4,9.3,c_strong,8.0,medium,Transportation,Industrial,Annually,Fixed (FXD),1,11.36762824821948
211,dacc5e79588286f06024eb42e6835d002821bec4,2020-05-13 15:20:46.301230,9999-12-31 23:59:59.999999,2c6f0d00e58c619bf215b2e77699650a54c5b017,1,1,2020-05-13,IPREO|48603,Reoffer,Final,Books Closed,,,,4e307d15174340f8d697e1d1d8d562b34cbd9a2d,Daimler AG,Corporate,Investment Grade,Germany,IPREO|210295,529900R27DL06UVNT076,A3,BBB+,BBB+,EUR,,1000000000,1000,DE000A289XH6,3.25y EUR ,Bond (standard),3.25,2023-08-22 02:00:00.000000,1.625,Senior,Sr Unsecured,Unsecured,,German,Reg S,Mid Swaps,Mid Swaps,,,ms +225 bp area,MS,225.0,225.0,,MS+200/205 WPIR,MS,200.0,205.0,,MSW + 200 bps,200.0,MSW + 200 bps,200.0,99.83,1.68,Priced,A3,BBB+,BBB+,DE,MBGGR,328683,328683.0,investable,CG00070,21.03.2022 17:20,ok,RR,Automobile,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CG00070,7.86856,8.3982,7.75,-0.4,9.3,c_strong,13.0,high,Auto Manufacturers,"Consumer, Cyclical",Annually,Fixed (FXD),1,2.9522852055088813
502,8b69a3b609fb37e22d2fae3ecf6b57b94e1d8813,2020-05-13 16:22:29.246826,9999-12-31 23:59:59.999999,fc112eb7ef3d91d2850f3b523224d798e7c853b9,1,1,2020-05-13,IPREO|48606,Reoffer,Final,Books Closed,Launched,,,6eab0b883a0ab9dec33ac0bad4ec78640acf9163,Telefonica Emisiones S.A.U.,Corporate,Investment Grade,Spain,IPREO|355301,549300Y5MFC4SW5Z3K71,Baa3,BBB-,BBB,EUR,,1250000000,100000,XS2177441990,TELEFO 7.25y EUR Bmk,Bond (standard),7.25,2027-08-21 02:00:00.000000,1.201,Senior,Sr Unsecured,Unsecured,,English,Reg S TEFRA D,Mid Swaps,Mid Swaps,,,MS +165bp area,MS,165.0,165.0,,MS +150bp area,MS,150.0,150.0,,MSW + 145 bps,145.0,MSW + 145 bps,145.0,100.005,,Priced,Baa3,BBB,BBB,ES,TELEFO,9455620,101450.0,investable,TEL00024,29.01.2020 15:35,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00024,6.142107,5.9518,7.403333,-0.1,7.33,P_moderate,11.0,high,Telecommunications,Communications,Annually,Fixed (FXD),1,6.755654302629328
281,6f9863e19ac0f67a13e23abfb9f43b4c60db938b,2020-05-13 16:22:29.246826,9999-12-31 23:59:59.999999,4f09227e70a0399bbd44eb60b6033c48f7342fcf,1,1,2020-05-13,IPREO|48607,Reoffer,Final,Books Closed,Launched,,,6eab0b883a0ab9dec33ac0bad4ec78640acf9163,Telefonica Emisiones S.A.U.,Corporate,Investment Grade,Spain,IPREO|355301,549300Y5MFC4SW5Z3K71,Baa3,BBB-,BBB,EUR,,750000000,100000,XS2177442295,TELEFO 12y EUR Bmk,Bond (standard),12.0,2032-05-21 02:00:00.000000,1.807,Senior,Sr Unsecured,Unsecured,,English,Reg S TEFRA D,Mid Swaps,Mid Swaps,,,MS +205bp area,MS,205.0,205.0,,MS +195bp area,MS,195.0,195.0,,MSW + 190 bps,190.0,MSW + 190 bps,190.0,100.0,,Priced,Baa3,BBB,BBB,ES,TELEFO,9455620,101450.0,investable,TEL00024,29.01.2020 15:35,ok,KS,Telecommunication,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEL00024,6.142107,5.9518,7.403333,-0.1,7.33,P_moderate,11.0,high,Telecommunications,Communications,Annually,Fixed (FXD),1,10.89516531389485
104,6967233096ae1b7e445f7e5c8c71b74e72ad07bc,2020-05-13 15:20:46.301230,9999-12-31 23:59:59.999999,9c686d6d01b41f547d386fcd87f1d50c24ae3c70,1,1,2020-05-13,IPREO|48604,Reoffer,Final,Books Closed,,,,4e307d15174340f8d697e1d1d8d562b34cbd9a2d,Daimler AG,Corporate,Investment Grade,Germany,IPREO|210295,529900R27DL06UVNT076,A3,BBB+,BBB+,EUR,,1250000000,1000,DE000A289XJ2,6.25y EUR ,Bond (standard),6.25,2026-08-22 02:00:00.000000,2.0,Senior,Sr Unsecured,Unsecured,,German,Reg S,Mid Swaps,Mid Swaps,,,ms +265bp area,MS,265.0,265.0,,S+240/245 WPIR,S,240.0,245.0,,MSW + 240 bps,240.0,MSW + 240 bps,240.0,99.279,2.125,Priced,A3,BBB+,BBB+,DE,MBGGR,328683,328683.0,investable,CG00070,21.03.2022 17:20,ok,RR,Automobile,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CG00070,7.86856,8.3982,7.75,-0.4,9.3,c_strong,13.0,high,Auto Manufacturers,"Consumer, Cyclical",Annually,Fixed (FXD),1,5.713459508504206
1298,9983dbfaee46881d9c6b1aeec34f5aa701fed44c,2020-05-13 15:34:21.881956,9999-12-31 23:59:59.999999,53f326f0b1c0906f157eb51b191b13d4e47b0f1f,1,1,2020-05-13,IPREO|48599,Reoffer,Final,Books Closed,,,,3ef5d3008369fde42ae18a1f6f9c21d3845884d6,Deutsche Post AG,Corporate,Investment Grade,Germany,IPREO|211904,8ER8GIG7CSMVD8VUFE78,A3,,BBB+,EUR,,750000000,1000,XS2177122541,EUR 6yr,Bond (standard),6.0,2026-05-20 02:00:00.000000,0.375,Senior,Sr Unsecured,Unsecured,,German,Reg S,Mid Swaps,Mid Swaps,,,MS+95a ,MS,95.0,95.0,,75-80,,75.0,80.0,,MSW + 75 bps,75.0,MSW + 75 bps,75.0,99.457,,Priced,A3,,BBB+,DE,DPWGR,186881,186881.0,investable,IND00018,12.12.2019 12:44,ok,KS,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,IND00018,7.790213,7.1061,8.526667,0.4,9.3,c_strong,8.0,medium,Transportation,Industrial,Annually,Fixed (FXD),1,5.944238520855925
74,f018f04d218dbd4f649e5dd77f1992ed883f7f8a,2020-05-13 15:20:46.301230,9999-12-31 23:59:59.999999,65ba098e788430155123b7f122804d77172664d5,1,1,2020-05-13,IPREO|48605,Reoffer,Final,Books Closed,,,,4e307d15174340f8d697e1d1d8d562b34cbd9a2d,Daimler AG,Corporate,Investment Grade,Germany,IPREO|210295,529900R27DL06UVNT076,A3,BBB+,BBB+,EUR,,750000000,1000,DE000A289XG8,10y EUR ,Bond (standard),10.0,2030-05-22 02:00:00.000000,2.375,Senior,Sr Unsecured,Unsecured,,German,Reg S,Mid Swaps,Mid Swaps,,,ms +285bp area,MS,285.0,285.0,,MS+255/260 WPIR,MS,255.0,260.0,,MSW + 255 bps,255.0,MSW + 255 bps,255.0,99.806,2.397,Priced,A3,BBB+,BBB+,DE,MBGGR,328683,328683.0,investable,CG00070,21.03.2022 17:20,ok,RR,Automobile,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CG00070,7.86856,8.3982,7.75,-0.4,9.3,c_strong,13.0,high,Auto Manufacturers,"Consumer, Cyclical",Annually,Fixed (FXD),1,9.018076943358404
72,921ed8b2ced09761cc970d8b841c71ae972fb75a,2020-05-14 07:10:37.409208,9999-12-31 23:59:59.999999,76fb2eb701c9aaa72c6e3535ec2704ed99b8a3c6,1,1,2020-05-14,IPREO|48612,Reoffer,Final,Books Closed,,,,ca828e461e4fb40166f0472207933dbe6ce31af9,Amadeus IT Group SA.,Corporate,Investment Grade,Spain,IPREO|414763,9598004A3FTY3TEHHN09,Baa2,BBB-,,EUR,,500000000,100000,XS2177552390,4YR SENIOR,Collateral Trust Bond,4.0,2024-05-20 02:00:00.000000,2.5,Senior,Sr Unsecured,Unsecured,,,Reg S,Mid Swaps,Mid Swaps,,,MS+285 bps area ,MS,285.0,285.0,,,,,,,MSW + 285 bps,285.0,MSW + 285 bps,285.0,99.902,2.526,Priced,Baa2,BBB,,ES,AMSSM,18686622,18686622.0,investable,TEC00005,20.02.2020 10:37,ok,RK,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEC00005,6.611146,7.01435,6.498333,-0.3,7.33,p_good,8.0,medium,Commercial Services,"Consumer, Non-cyclical",Annually,Fixed (FXD),1,3.856023563210053
32,7ec1923a65e342b41ec12ad83081ec073f92d66f,2020-05-14 07:10:37.409208,9999-12-31 23:59:59.999999,cf9d9128eef811ded9c75487ab142e6652950140,1,1,2020-05-14,IPREO|48613,Reoffer,Final,Books Closed,,,,ca828e461e4fb40166f0472207933dbe6ce31af9,Amadeus IT Group SA.,Corporate,Investment Grade,Spain,IPREO|414763,9598004A3FTY3TEHHN09,Baa2,BBB-,,EUR,,500000000,100000,XS2177555062,7YR SENIOR,Bond (standard),7.0,2027-05-20 02:00:00.000000,2.875,Senior,Sr Unsecured,Unsecured,,,Reg S,Mid Swaps,Mid Swaps,,, MS+325 bps area,MS,325.0,325.0,,,,,,,MSW + 315 bps,315.0,MSW + 315 bps,315.0,99.894,2.892,Priced,Baa2,BBB,,ES,AMSSM,18686622,18686622.0,investable,TEC00005,20.02.2020 10:37,ok,RK,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,TEC00005,6.611146,7.01435,6.498333,-0.3,7.33,p_good,8.0,medium,Commercial Services,"Consumer, Non-cyclical",Annually,Fixed (FXD),1,6.439706797721272
540,96d28344fb14c8beca136194343aff0536e003e0,2020-05-18 16:03:11.332242,9999-12-31 23:59:59.999999,bd1dd5466bdab660b367eb624a35bcf243e798df,1,1,2020-05-18,IPREO|48623,Reoffer,Final,Books Closed,,,,0f9a2af73a3ec6aa51cdf1aeef7dc4d1f1607819,Richemont International Holding SA,Corporate,Investment Grade,Luxembourg,IPREO|2057233,549300V9893NUQX6X069,,A+,,EUR,,850000000,100000,XS2170736263,12yr EUR,Bond (standard),12.0,2032-05-26 02:00:00.000000,1.125,Senior,Sr Unsecured,Unsecured,,,Reg S,Mid Swaps,Mid Swaps,,,MS+160a,MS,160.0,160.0,,,,,,,MSW + 120 bps,120.0,MSW + 120 bps,120.0,99.732,,Priced,,A+,,LU,CFRVX,36384554,117896.0,investable,CG000253,14.12.2022 09:40,ok,KS,Retail,covered_ok,GSUniverse,,,18.11.2022 06:10,CG000253,7.449084,7.492188,6.776667,0.1,9.3,nc_strong,11.0,high,Retail,"Consumer, Cyclical",Annually,Fixed (FXD),1,11.29231832068455
2930,802a0326229e6830ff8c4239ef193a160ff44966,2020-05-18 16:09:59.824918,9999-12-31 23:59:59.999999,4bf379bd3918b1c6998e239b9db8668584ca43dc,1,1,2020-05-18,IPREO|48627,Reoffer,Final,Books Closed,,,,2b594a4848659de311f40ff7bfb55fcc219fc3ef,Continental AG,Corporate,Investment Grade,Germany,IPREO|211159,529900A7YD9C0LLXM621,Baa2,BBB,BBB,EUR,,750000000,1000,XS2178585423,CONTI-GUMMI FINANCE B.V. 3.5 YR (LONG THREE) EUR BMK,Bond (standard),3.5,2023-11-27 01:00:00.000000,2.125,Senior,Sr Unsecured,Unsecured,,German,Reg S,Mid Swaps,Mid Swaps,,,,,,,,MS+265 area,MS,265.0,265.0,,MSW + 255 bps,255.0,MSW + 255 bps,255.0,99.559,,Priced,Baa2,BBB,BBB,DE,CONGR,115688,115688.0,investable,CG00097,03.01.2020 17:52,ok,RR,Industrials,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,CG00097,5.973547,6.0711,8.083333,-0.5,9.3,c_moderate,8.0,medium,Auto Parts&Equipment,"Consumer, Cyclical",Annually,Fixed (FXD),1,2.938009465324522
325,74a0bfa0951a3e05c2c8e438eeb768e2eafaef1a,2020-05-18 16:03:11.332242,9999-12-31 23:59:59.999999,daf7b60ec99211c30f1e31869074c2f7f907d1ed,1,1,2020-05-18,IPREO|48624,Reoffer,Final,Books Closed,,,,0f9a2af73a3ec6aa51cdf1aeef7dc4d1f1607819,Richemont International Holding SA,Corporate,Investment Grade,Luxembourg,IPREO|2057233,549300V9893NUQX6X069,,A+,,EUR,,650000000,100000,XS2178457425,20yr EUR,Bond (standard),20.0,2040-05-26 01:00:00.000000,1.625,Senior,Sr Unsecured,Unsecured,,,Reg S,Mid Swaps,Mid Swaps,,,MS+195a,MS,195.0,195.0,,,,,,,MSW + 165 bps,165.0,MSW + 165 bps,165.0,98.387,,Priced,,A+,,LU,CFRVX,36384554,117896.0,investable,CG000253,14.12.2022 09:40,ok,KS,Retail,covered_ok,GSUniverse,,,18.11.2022 06:10,CG000253,7.449084,7.492188,6.776667,0.1,9.3,nc_strong,11.0,high,Retail,"Consumer, Cyclical",Annually,Fixed (FXD),1,17.234516552112613
696,82f6d5d3affb3737f22928fd70437117a936ffcf,2020-05-18 16:29:30.764918,9999-12-31 23:59:59.999999,c76fd0f3108263da021433f5333a32fbc07c562e,1,1,2020-05-18,IPREO|48629,Reoffer,Final,Books Closed,,,,31eaba6929bc20e1a65c1d175e95a6f1f214f2cc,Equinor ASA,Corporate,Investment Grade,Norway,IPREO|209646,OW6OFBNCKXC4US5C7523,,,,EUR,,750000000,100000,XS2178833427,EQUINOR 6 (SIX) YR EUR BMK (+docs),Bond (standard),6.0,2026-05-18 02:00:00.000000,0.75,Senior,Sr Unsecured,,,English,Reg S,Mid Swaps,Mid Swaps,,, MS+140a,MS,140.0,140.0,,MS+120area,MS,120.0,120.0,,MSW + 110 bps,110.0,MSW + 110 bps,110.0,99.423,,Priced,Aa2,AA-,NR,NO,EQNR,182074,182074.0,investable,ENG00082,18.07.2022 17:12,ok,RK,Oil and Gas,covered_ok,GSUniverse,covered_ok,GSUniverse,24.05.2023 06:08,ENG00082,8.721867,8.70525,6.788333,0.4,9.25,c_strong,,,Oil&Gas,Energy,Annually,Fixed (FXD),1,5.889439612496556
802,0ff5cf795d1da72d335a380eccae0197d1e1fd14,2020-05-18 16:03:11.332242,9999-12-31 23:59:59.999999,78d11bf9728fbfcfc4c5a1b4ed087cc717232517,1,1,2020-05-18,IPREO|48622,Reoffer,Final,Books Closed,,,,0f9a2af73a3ec6aa51cdf1aeef7dc4d1f1607819,Richemont International Holding SA,Corporate,Investment Grade,Luxembourg,IPREO|2057233,549300V9893NUQX6X069,,A+,,EUR,,500000000,100000,XS2170736180,8yr EUR,Bond (standard),8.0,2028-05-26 02:00:00.000000,0.75,Senior,Sr Unsecured,Unsecured,,,Reg S,Mid Swaps,Mid Swaps,,,MS+130a,MS,130.0,130.0,,,,,,,MSW + 95 bps,95.0,MSW + 95 bps,95.0,99.884,,Priced,,A+,,LU,CFRVX,36384554,117896.0,investable,CG000253,14.12.2022 09:40,ok,KS,Retail,covered_ok,GSUniverse,,,18.11.2022 06:10,CG000253,7.449084,7.492188,6.776667,0.1,9.3,nc_strong,11.0,high,Retail,"Consumer, Cyclical",Annually,Fixed (FXD),1,7.794637846421375
263,7e2dee5c658212a4bb09f4c51dce56756323e207,2020-05-18 14:04:46.312952,9999-12-31 23:59:59.999999,ca4dd428a1c79277afdb16278640c8b9cfbb3ad6,1,1,2020-05-18,IPREO|48625,Reoffer,Final,Books Closed," Books open, today’s business",,,486493c90ff162fb89eec7b2ec31dbe29ada62d8,Achmea BV,Financials,Investment Grade,Netherlands,IPREO|210518,7245007QUMI1FHIQV531,,BBB+,A-,EUR,Benchmark,750000000,100000,XS2175967343,Achmea B.V. 7-YR EUR senior notes,Bond (standard),7.0,2027-05-26 02:00:00.000000,1.5,Senior,Sr Unsecured,Unsecured,,Dutch,Reg S,Mid Swaps,Mid Swaps,,,MS+210bps area,MS,210.0,210.0,,,,,,,MSW + 185 bps,185.0,MSW + 185 bps,185.0,99.297,,Priced,,BBB+,A-,NL,ACHMEA,349525,349525.0,investable,,,,,,not_covered,GSUniverse,not_covered,GSUniverse,24.05.2023 06:08,INS00001,6.333432,7.13075,5.995555,-0.4,9.25,INS_moderate,7.0,medium,Insurance,Financial,Annually,Fixed (FXD),1,6.697187165475247
